Sewa Apartemen Taman Melati Surabaya - Modern Stylish Studio at Taman Melati Surabaya Apartment By Travelio,Lokasi,Jenis Unit,Jumlah Bedroom,Luas Unit,Kelengkapan,Lantai Unit,Kamar Mandi,Harga,Jarak dari Kampus (km),Jarak dari Bandara (km),Jarak dari Stasiun (km),Jarak dari Terminal (km),Jarak dari Tol (km),Aksesbilitas,Link URL
660,Mulyorejo,studioroom,1,20,Full Furnished,6,1,"Rp3,997,544",2.4,22.4,9.2,20.7,12.6,"Bandara Internasional Juanda berjarak 54 menit berkendara dari apartemen ini (22,4 km); 25 menit menit berkendara menuju Stasiun Gubeng (9,2 km); 40 menit ke Stasiun Pasar Turi (11,9 km); 22 menit berkendara menuju Universitas Airlangga (7,7 km); dan Institut Teknologi Sepuluh Nopember (ITS) dapat dijangkau dengan 7 menit berkendara (2,4 km).",https://www.travelio.com/property/surabaya/cozy-living-studio-at-educity-surabaya-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
661,Sukolilo,studioroom,1,36,Full Furnished,5,1,"Rp3,930,500",1.2,19.3,6.6,16.4,8.2,Bandara Internasional Juanda berjarak 30 menit berkendara (19.3 km). Stasiun Surabaya Gubeng berjarak 18 menit berkendara (6.6 km). Institut Teknologi Sepuluh Nopember (ITS) berjarak 3 menit berkendara (1.2 km). Universitas Airlangga Kampus C berjarak 9 menit berkendara (4.1 km). Rumah Sakit Umum Haji Surabaya berjarak 5 menit berkendara (2.2 km).,https://www.travelio.com/property/surabaya/spacious-and-best-deal-1br-at-puncak-kertajaya-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=
662,Mulyorejo,studioroom,1,17,Full Furnished,22,1,"Rp4,090,144",2.4,22.4,9.2,20.7,12.6,"Bandara Internasional Juanda berjarak 54 menit berkendara dari apartemen ini (22,4 km); 25 menit menit berkendara menuju Stasiun Gubeng (9,2 km); 40 menit ke Stasiun Pasar Turi (11,9 km); 22 menit berkendara menuju Universitas Airlangga (7,7 km); dan Institut Teknologi Sepuluh Nopember (ITS) dapat dijangkau dengan 7 menit berkendara (2,4 km).",https://www.travelio.com/property/surabaya/exclusive-spacious-studio-room-at-educity-surabaya-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
663,Dukuh Pakis,studioroom,1,25.28,Full Furnished,17,1,"Rp3,932,817",2.8,25.2,9.7,14.7,3.8,Bandara Internasional Juanda dapat diakses dengan 33 menit berkendara (25.2 km); Stasiun Pasar Turi berjarak 28 menit berkendara (9.7 km); Monumen Tugu Pahlawan dapat diakses dengan 30 menit berkendara (14.4 km); Universitas Negeri Surabaya dapat ditempuh dengan 6 menit berkendara (2.8 km); Universitas Wijaya Kusuma Surabaya dapat diakses dengan berkendara selama 11 menit (4.2 km); dan Rumah Sakit Marien berjarak 5 menit berkendara (1.3 km).,https://www.travelio.com/property/surabaya/executive-living-studio-at-puncak-bukit-golf-surabaya-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
664,Mulyorejo,studioroom,1,20.5,Full Furnished,11,1,"Rp4,009,703",2.4,22.4,9.2,20.7,12.6,"Bandara Internasional Juanda berjarak 54 menit berkendara dari apartemen ini (22,4 km); 25 menit menit berkendara menuju Stasiun Gubeng (9,2 km); 40 menit ke Stasiun Pasar Turi (11,9 km); 22 menit berkendara menuju Universitas Airlangga (7,7 km); dan Institut Teknologi Sepuluh Nopember (ITS) dapat dijangkau dengan 7 menit berkendara (2,4 km).",https://www.travelio.com/property/surabaya/scenic-studio-at-educity-surabaya-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
665,Dukuh Pakis,2 BR,2,36,Full Furnished,8,1,"Rp3,898,000",3.6,24.3,9.8,14.4,2.5,"Bandara Internasional Juanda bisa diakses dengan 32 menit berkendara (24,3 km); 39 menit berkendara ke Mpu Tantular Museum (26,2 km); 28 menit berkendara menuju House of Sampoerna (14,2 km); 11 menit berkendara menuju Universitas Wijaya Kusuma (3,6 km); Rumah Sakit RKZ Surabaya Berjarak 20 Menit Berkendara (6,2 km).",https://www.travelio.com/property/surabaya/best-deals-and-comfy-2br-at-puncak-permai-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=2%20Bedrooms&roomBreakfast=0
666,Wiyung,2 BR,2,36,Full Furnished,55,1,"Rp3,900,308",4.8,21.4,11.4,6,2.3,Bandara Internasional Juanda dapat ditempuh dengan 27 menit berkendara (21.4 km); 8 menit berkendara menuju Gerbang Tol Gunung Sari 2 (2.3 km); Stasiun Gubeng berjarak 29 menit berkendara (11.4 km); 19 menit berkendara ke Terminal Joyoboyo (6 km); Rumah sakit terdekat yaitu Rumah Sakit Marinir Gunung Sari bisa diakses dengan 13 menit berkendara (4 km) dan 7 menit berkendara menuju Rumah Umum Sakit Wijaya (2.3 km); 16 menit menuju Universitas Negeri Surabaya (4.8 km).,https://www.travelio.com/property/surabaya/new-and-compact-2br-at-puncak-cbd-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=2%20Bedrooms&roomBreakfast=0
667,Rungkut,studioroom,1,36.31,Full Furnished,10,1,"Rp3,822,203",6.1,12.9,9.5,7.5,5.1,Bandara Internasional Juanda dapat ditempuh selama 24 menit berkendara dari unit ini (12.9 km); Stasiun Surabaya Gubeng hanya 26 menit berkendara (9.5 km); Universitas Sepuluh Nopember dapat ditempuh selama 15 menit berkendara (6.1 km); Universitas Airlangga Campus B hanya 22 menit berkendara (8.4 km); Rumah Sakit Dr. Soetomo berjarak 27 menit berkendara (9.5 km),https://www.travelio.com/property/surabaya/cozy-and-best-deal-studio-apartment-at-gunawangsa-merr-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
668,Dukuh Pakis,studioroom,1,25,Full Furnished,8,1,"Rp4,007,000",2.8,25.2,9.7,14.7,3.8,Bandara Internasional Juanda dapat diakses dengan 33 menit berkendara (25.2 km); Stasiun Pasar Turi berjarak 28 menit berkendara (9.7 km); Monumen Tugu Pahlawan dapat diakses dengan 30 menit berkendara (14.4 km); Universitas Negeri Surabaya dapat ditempuh dengan 6 menit berkendara (2.8 km); Universitas Wijaya Kusuma Surabaya dapat diakses dengan berkendara selama 11 menit (4.2 km); dan Rumah Sakit Marien berjarak 5 menit berkendara (1.3 km).,https://www.travelio.com/property/surabaya/homey-studio-apartment-at-puncak-bukit-golf-surabaya-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=
669,Bubutan,studioroom,1,23,Full Furnished,21,1,"Rp3,759,000",6.6,20.3,3,18.7,1.9,Bandara Internasional Juanda bisa diakses dengan berkendara selama 43 menit (20.3 km); 19 menit berkendara dari Stasiun Surabaya Gubeng (6.6 km); 11 menit berkendara dari Stasiun Pasar Turi (3 km); 17 menit berkendara menuju Rumah Sakit Mitra Keluarga Surabaya (5.2 km); Universitas Airlangga berjarak 21 menit berkendara (6.6 km).,https://www.travelio.com/property/surabaya/relaxing-and-stylish-studio-apartment-at-gunawangsa-tidar-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
670,Dukuh Pakis,studioroom,1,25,Full Furnished,10,1,"Rp4,027,450",2.8,25.2,9.7,14.7,3.8,Bandara Internasional Juanda dapat diakses dengan 33 menit berkendara (25.2 km); Stasiun Pasar Turi berjarak 28 menit berkendara (9.7 km); Monumen Tugu Pahlawan dapat diakses dengan 30 menit berkendara (14.4 km); Universitas Negeri Surabaya dapat ditempuh dengan 6 menit berkendara (2.8 km); Universitas Wijaya Kusuma Surabaya dapat diakses dengan berkendara selama 11 menit (4.2 km); dan Rumah Sakit Marien berjarak 5 menit berkendara (1.3 km).,https://www.travelio.com/property/surabaya/calm-and-relax-studio-at-puncak-bukit-golf-surabaya-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
671,Dukuh Pakis,2 BR,2,36,Full Furnished,11,1,"Rp4,240,375",3.6,24.3,9.8,14.4,2.5,"Bandara Internasional Juanda bisa diakses dengan 32 menit berkendara (24,3 km); 39 menit berkendara ke Mpu Tantular Museum (26,2 km); 28 menit berkendara menuju House of Sampoerna (14,2 km); 11 menit berkendara menuju Universitas Wijaya Kusuma (3,6 km); Rumah Sakit RKZ Surabaya Berjarak 20 Menit Berkendara (6,2 km).",https://www.travelio.com/property/surabaya/comfortable-2br-apartment-at-puncak-permai-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
672,Dukuh Pakis,studioroom,1,25,Full Furnished,6,1,"Rp4,152,750",2.8,25.2,9.7,14.7,3.8,Bandara Internasional Juanda dapat diakses dengan 33 menit berkendara (25.2 km); Stasiun Pasar Turi berjarak 28 menit berkendara (9.7 km); Monumen Tugu Pahlawan dapat diakses dengan 30 menit berkendara (14.4 km); Universitas Negeri Surabaya dapat ditempuh dengan 6 menit berkendara (2.8 km); Universitas Wijaya Kusuma Surabaya dapat diakses dengan berkendara selama 11 menit (4.2 km); dan Rumah Sakit Marien berjarak 5 menit berkendara (1.3 km).,https://www.travelio.com/property/surabaya/spacious-studio-apartment-at-puncak-bukit-golf-surabaya-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
673,Dukuh Pakis,2 BR,2,36,Full Furnished,3,1,"Rp3,948,000",3.6,24.3,9.8,14.4,2.5,"Bandara Internasional Juanda bisa diakses dengan 32 menit berkendara (24,3 km); 39 menit berkendara ke Mpu Tantular Museum (26,2 km); 28 menit berkendara menuju House of Sampoerna (14,2 km); 11 menit berkendara menuju Universitas Wijaya Kusuma (3,6 km); Rumah Sakit RKZ Surabaya Berjarak 20 Menit Berkendara (6,2 km).",https://www.travelio.com/property/surabaya/relaxing-2br-apartment-at-puncak-permai-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=2%20Bedrooms&roomBreakfast=0
674,Dukuh Pakis,2 BR,2,36,Full Furnished,8,1,"Rp4,243,000",3.6,24.3,9.8,14.4,2.5,"Bandara Internasional Juanda bisa diakses dengan 32 menit berkendara (24,3 km); 39 menit berkendara ke Mpu Tantular Museum (26,2 km); 28 menit berkendara menuju House of Sampoerna (14,2 km); 11 menit berkendara menuju Universitas Wijaya Kusuma (3,6 km); Rumah Sakit RKZ Surabaya Berjarak 20 Menit Berkendara (6,2 km).",https://www.travelio.com/property/surabaya/nice-and-tidy-2br-at-puncak-permai-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=
675,Dukuh Pakis,2 BR,2,36,Full Furnished,6,1,"Rp3,948,000",3.6,24.3,9.8,14.4,2.5,"Bandara Internasional Juanda bisa diakses dengan 32 menit berkendara (24,3 km); 39 menit berkendara ke Mpu Tantular Museum (26,2 km); 28 menit berkendara menuju House of Sampoerna (14,2 km); 11 menit berkendara menuju Universitas Wijaya Kusuma (3,6 km); Rumah Sakit RKZ Surabaya Berjarak 20 Menit Berkendara (6,2 km).",https://www.travelio.com/property/surabaya/good-living-2br-apartment-at-puncak-permai-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=2%20Bedrooms&roomBreakfast=0
676,Mulyorejo,studioroom,1,20,Full Furnished,19,1,"Rp4,087,228",2.4,22.4,9.2,20.7,12.6,"Bandara Internasional Juanda berjarak 54 menit berkendara dari apartemen ini (22,4 km); 25 menit menit berkendara menuju Stasiun Gubeng (9,2 km); 40 menit ke Stasiun Pasar Turi (11,9 km); 22 menit berkendara menuju Universitas Airlangga (7,7 km); dan Institut Teknologi Sepuluh Nopember (ITS) dapat dijangkau dengan 7 menit berkendara (2,4 km).",https://www.travelio.com/property/surabaya/comfy-and-clean-studio-room-apartment-at-educity-surabaya-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
677,Dukuh Pakis,2 BR,2,36,Full Furnished,3,1,"Rp4,268,625",2.4,22.4,9.2,20.7,12.6,"Bandara Internasional Juanda berjarak 54 menit berkendara dari apartemen ini (22,4 km); 25 menit menit berkendara menuju Stasiun Gubeng (9,2 km); 40 menit ke Stasiun Pasar Turi (11,9 km); 22 menit berkendara menuju Universitas Airlangga (7,7 km); dan Institut Teknologi Sepuluh Nopember (ITS) dapat dijangkau dengan 7 menit berkendara (2,4 km).",https://www.travelio.com/property/surabaya/cozy-living-2br-apartment-at-puncak-permai-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=2%20Bedrooms&roomBreakfast=0
678,Dukuh Pakis,2 BR,2,36,Full Furnished,17,1,"Rp4,271,800",2.4,22.4,9.2,20.7,12.6,"Bandara Internasional Juanda berjarak 54 menit berkendara dari apartemen ini (22,4 km); 25 menit menit berkendara menuju Stasiun Gubeng (9,2 km); 40 menit ke Stasiun Pasar Turi (11,9 km); 22 menit berkendara menuju Universitas Airlangga (7,7 km); dan Institut Teknologi Sepuluh Nopember (ITS) dapat dijangkau dengan 7 menit berkendara (2,4 km).",https://www.travelio.com/property/surabaya/best-value-2br-apartment-at-puncak-permai-surabaya-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=2%20Bedrooms&roomBreakfast=0
679,Mulyorejo,studioroom,1,25,Full Furnished,23,1,"Rp4,105,000",0.5,21.5,5.5,18.5,10.3,Bandara Internasional Juanda berjarak 40 menit berkendara (21.5 km). Stasiun Surabaya Gubeng berjarak 18 menit berkendara (5.5 km). Institut Teknologi Sepuluh Nopember berjarak 9 menit berkendara (3.2 km). Rumah Sakit Umum Haji Surabaya berjarak 9 menit berkendara (2.9 km). ,https://www.travelio.com/property/surabaya/best-price-and-comfy-studio-apartment-taman-melati-surabaya-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
680,Mulyorejo,studioroom,1,24,Full Furnished,25,1,"Rp4,105,000",0.5,21.5,5.5,18.5,10.3,Bandara Internasional Juanda berjarak 40 menit berkendara (21.5 km). Stasiun Surabaya Gubeng berjarak 18 menit berkendara (5.5 km). Institut Teknologi Sepuluh Nopember berjarak 9 menit berkendara (3.2 km). Rumah Sakit Umum Haji Surabaya berjarak 9 menit berkendara (2.9 km). ,https://www.travelio.com/property/surabaya/modern-and-best-view-studio-room-apartment-at-taman-melati-surabaya-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
681,Mulyorejo,studioroom,1,24.73,Full Furnished,25,1,"Rp3,810,000",0.5,21.5,5.5,18.5,10.3,Bandara Internasional Juanda berjarak 40 menit berkendara (21.5 km). Stasiun Surabaya Gubeng berjarak 18 menit berkendara (5.5 km). Institut Teknologi Sepuluh Nopember berjarak 9 menit berkendara (3.2 km). Rumah Sakit Umum Haji Surabaya berjarak 9 menit berkendara (2.9 km). ,https://www.travelio.com/property/surabaya/best-choice-and-nice-studio-apartment-at-taman-melati-surabaya-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
682,Sukomanunggal,studioroom,1,33.41,Full Furnished,8,1,"Rp3,419,906",3.6,24.3,9.8,14.4,2.5,"Bandara Internasional Juanda bisa diakses dengan 32 menit berkendara (24,3 km); 39 menit berkendara ke Mpu Tantular Museum (26,2 km); 28 menit berkendara menuju House of Sampoerna (14,2 km); 11 menit berkendara menuju Universitas Wijaya Kusuma (3,6 km); Rumah Sakit RKZ Surabaya Berjarak 20 Menit Berkendara (6,2 km).",https://www.travelio.com/property/surabaya/nice-unfurnished-1br-at-88-avenue-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1
683,Mulyorejo,studioroom,1,24.73,Full Furnished,23,1,"Rp3,824,605",0.5,21.5,5.5,18.5,10.3,Bandara Internasional Juanda berjarak 40 menit berkendara (21.5 km). Stasiun Surabaya Gubeng berjarak 18 menit berkendara (5.5 km). Institut Teknologi Sepuluh Nopember berjarak 9 menit berkendara (3.2 km). Rumah Sakit Umum Haji Surabaya berjarak 9 menit berkendara (2.9 km). ,https://www.travelio.com/property/surabaya/best-choice-and-cozy-stay-studio-at-taman-melati-surabaya-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
684,Dukuh Pakis,2 BR,2,36,Full Furnished,7,1,"Rp4,018,625",3.6,24.3,9.8,14.4,2.5,"Bandara Internasional Juanda bisa diakses dengan 32 menit berkendara (24,3 km); 39 menit berkendara ke Mpu Tantular Museum (26,2 km); 28 menit berkendara menuju House of Sampoerna (14,2 km); 11 menit berkendara menuju Universitas Wijaya Kusuma (3,6 km); Rumah Sakit RKZ Surabaya Berjarak 20 Menit Berkendara (6,2 km).",https://www.travelio.com/property/surabaya/homey-and-nice-2br-at-puncak-permai-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
685,Wonocolo,studioroom,1,23.06,Full Furnished,20,1,"Rp4,235,319",2.6,15,10.1,6,5,Bandara Internasional Juanda dapat ditempuh selama 19 menit berkendara dari apartemen ini (15.0 km); Stasiun Surabaya Gubeng berlokasi 23 menit berkendara (10.1 km); Stasiun Surabaya Pasarturi hanya 24 menit berkendara (10.2 km) Universitas Petra Christian dapat ditempuh selama 7 menit berkendara (2.6 km); Masjid Al-Akbar Surabaya hanya 9 menit berkendara (2.9 km).,https://www.travelio.com/property/surabaya/best-deal-and-strategic-studio-at-bess-mansion-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
686,Wonocolo,studioroom,1,23.06,Full Furnished,28,1,"Rp3,940,319",2.6,15,10.1,6,5,Bandara Internasional Juanda dapat ditempuh selama 19 menit berkendara dari apartemen ini (15.0 km); Stasiun Surabaya Gubeng berlokasi 23 menit berkendara (10.1 km); Stasiun Surabaya Pasarturi hanya 24 menit berkendara (10.2 km) Universitas Petra Christian dapat ditempuh selama 7 menit berkendara (2.6 km); Masjid Al-Akbar Surabaya hanya 9 menit berkendara (2.9 km).,https://www.travelio.com/property/surabaya/best-choice-and-cozy-studio-at-bess-mansion-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
687,Mulyorejo,studioroom,1,24.73,Full Furnished,19,1,"Rp4,334,605",0.5,21.5,5.5,18.5,10.3,Bandara Internasional Juanda berjarak 40 menit berkendara (21.5 km). Stasiun Surabaya Gubeng berjarak 18 menit berkendara (5.5 km). Institut Teknologi Sepuluh Nopember berjarak 9 menit berkendara (3.2 km). Rumah Sakit Umum Haji Surabaya berjarak 9 menit berkendara (2.9 km). ,https://www.travelio.com/property/surabaya/good-deals-and-cozy-stay-studio-at-taman-melati-surabaya-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=&roomName=Studio%20Room&roomBreakfast=0
688,Mulyorejo,studioroom,1,24.73,Full Furnished,11,1,"Rp4,154,605",0.5,21.5,5.5,18.5,10.3,Bandara Internasional Juanda berjarak 40 menit berkendara (21.5 km). Stasiun Surabaya Gubeng berjarak 18 menit berkendara (5.5 km). Institut Teknologi Sepuluh Nopember berjarak 9 menit berkendara (3.2 km). Rumah Sakit Umum Haji Surabaya berjarak 9 menit berkendara (2.9 km). ,https://www.travelio.com/property/surabaya/homey-and-compact-studio-apartment-at-taman-melati-surabaya-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=
689,Mulyorejo,studioroom,1,24.73,Full Furnished,23,1,"Rp4,154,605",0.5,21.5,5.5,18.5,10.3,Bandara Internasional Juanda berjarak 40 menit berkendara (21.5 km). Stasiun Surabaya Gubeng berjarak 18 menit berkendara (5.5 km). Institut Teknologi Sepuluh Nopember berjarak 9 menit berkendara (3.2 km). Rumah Sakit Umum Haji Surabaya berjarak 9 menit berkendara (2.9 km). ,https://www.travelio.com/property/surabaya/clean-and-tidy-studio-at-taman-melati-surabaya-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1&nights=1&handpicked=
690,Mulyorejo,studioroom,1,24.73,Full Furnished,24,1,"Rp4,154,605",0.5,21.5,5.5,18.5,10.3,Bandara Internasional Juanda berjarak 40 menit berkendara (21.5 km). Stasiun Surabaya Gubeng berjarak 18 menit berkendara (5.5 km). Institut Teknologi Sepuluh Nopember berjarak 9 menit berkendara (3.2 km). Rumah Sakit Umum Haji Surabaya berjarak 9 menit berkendara (2.9 km). ,https://www.travelio.com/property/surabaya/tidy-and-clean-studio-at-taman-melati-surabaya-apartment-by-travelio?searchType=monthly&checkIn=01-07-2023&checkOut=01-08-2023&guest=1
